avg_monthly_hours,department,last_evaluation,left,number_project,promotion_last_5years,salary,satisfaction_level,time_spend_company,work_accident
251,IT,0.81,nao,5,nao,low,0.55,3,nao
205,IT,0.91,nao,5,nao,low,0.6900000000000001,2,nao
226,IT,0.63,nao,4,nao,low,0.91,3,sim
249,product_mng,0.8200000000000001,nao,5,nao,low,0.33,6,nao
197,product_mng,0.74,nao,2,nao,low,0.37,3,nao
216,product_mng,0.5700000000000001,nao,5,nao,low,0.9500000000000001,3,nao
260,product_mng,0.91,nao,4,nao,low,0.17,5,nao
263,IT,0.53,nao,4,nao,low,0.9500000000000001,3,nao
177,RandD,0.6900000000000001,nao,2,nao,low,0.27,5,nao
171,RandD,0.9500000000000001,nao,4,nao,low,0.91,3,nao
148,RandD,0.61,nao,3,nao,low,0.49,2,sim
138,RandD,0.56,nao,4,nao,low,0.6000000000000001,3,nao
183,RandD,0.5700000000000001,nao,4,nao,low,0.52,3,nao
202,marketing,0.65,nao,3,nao,low,0.54,3,nao
160,sales,0.53,nao,4,nao,medium,0.86,2,sim
264,accounting,0.87,nao,4,nao,medium,0.78,3,nao
245,support,0.81,nao,4,nao,medium,0.6000000000000001,3,sim
207,technical,0.91,nao,2,nao,medium,0.15,3,nao
225,management,0.92,nao,3,nao,medium,0.72,3,nao
236,marketing,0.85,nao,4,nao,medium,0.9400000000000001,2,nao
170,marketing,0.56,nao,4,nao,medium,0.92,3,nao
261,marketing,0.88,nao,3,nao,medium,0.6000000000000001,3,sim
273,sales,0.68,nao,4,nao,medium,0.41000000000000003,3,nao
184,sales,0.43,nao,3,nao,medium,0.5,2,nao
202,sales,0.91,nao,3,nao,medium,0.8,2,nao
195,sales,0.8300000000000001,nao,4,nao,medium,0.67,3,nao
266,sales,0.88,nao,4,nao,high,0.71,3,nao
266,sales,0.85,nao,3,nao,low,0.66,5,nao
263,sales,0.74,nao,5,nao,medium,0.77,2,nao
142,sales,0.54,nao,3,nao,medium,0.62,2,nao
162,sales,0.53,nao,4,nao,medium,0.9500000000000001,3,nao
258,sales,0.75,nao,5,nao,medium,0.89,2,nao
170,sales,0.8300000000000001,nao,4,nao,low,0.74,2,nao
249,sales,0.8,nao,4,nao,low,0.19,5,nao
171,sales,0.77,nao,3,nao,low,0.8300000000000001,3,nao
177,sales,0.64,nao,2,nao,low,0.53,4,nao
188,sales,0.75,nao,5,nao,low,0.98,2,nao
146,sales,0.99,nao,5,nao,low,0.74,2,nao
154,sales,0.88,nao,5,nao,low,0.22,5,nao
204,sales,0.68,nao,4,nao,low,0.76,3,sim
224,sales,0.91,nao,5,nao,low,0.89,3,sim
156,accounting,0.84,nao,3,nao,low,0.5,4,nao
259,accounting,0.8200000000000001,nao,6,nao,low,0.17,4,nao
165,accounting,0.38,nao,6,nao,low,0.46,3,nao
264,hr,0.78,nao,3,nao,low,0.68,3,nao
215,hr,0.86,nao,4,nao,low,0.77,2,nao
133,hr,0.8300000000000001,nao,3,nao,low,0.68,3,nao
220,hr,0.7000000000000001,nao,4,nao,low,0.15,4,nao
176,technical,0.98,nao,4,nao,low,0.7000000000000001,5,nao
103,technical,0.96,nao,4,nao,low,0.66,2,nao
155,technical,0.52,nao,5,nao,low,0.54,3,nao
141,technical,0.5700000000000001,nao,4,nao,low,0.5700000000000001,3,nao
150,technical,0.58,nao,3,nao,low,0.78,3,sim
171,technical,0.8300000000000001,nao,5,nao,medium,0.14,6,nao
179,technical,0.86,nao,4,nao,medium,0.73,3,nao
145,technical,0.97,nao,4,nao,medium,0.65,2,nao
176,technical,0.59,nao,3,nao,medium,0.31,3,nao
172,technical,0.55,nao,2,nao,medium,0.77,2,nao
243,technical,0.85,nao,3,nao,medium,0.68,4,nao
209,support,0.6900000000000001,nao,4,nao,medium,0.79,2,nao
196,support,0.62,nao,4,nao,medium,0.92,3,nao
225,support,0.96,nao,6,nao,medium,0.77,4,nao
261,support,0.89,nao,3,nao,medium,0.48,2,nao
157,support,0.66,nao,4,nao,medium,0.63,2,nao
259,support,0.49,nao,5,nao,medium,0.92,3,sim
224,support,0.85,nao,4,nao,high,0.5,6,nao
193,support,0.91,nao,5,nao,low,0.52,2,nao
157,support,0.79,nao,4,nao,medium,0.73,3,nao
223,support,0.87,nao,4,nao,medium,0.99,3,nao
188,support,0.99,nao,3,nao,medium,0.91,3,sim
217,technical,0.79,nao,3,nao,medium,0.85,2,nao
207,technical,0.6900000000000001,nao,4,nao,low,0.9500000000000001,2,sim
153,technical,0.85,nao,3,nao,low,0.67,4,nao
269,management,0.55,nao,3,nao,low,0.86,2,nao
198,IT,0.54,nao,4,nao,low,0.71,3,nao
102,IT,0.9500000000000001,nao,4,nao,low,0.99,5,nao
167,IT,0.61,nao,3,nao,low,0.5700000000000001,2,sim
252,IT,0.72,nao,3,nao,low,0.98,2,nao
192,IT,0.58,nao,3,nao,low,0.62,2,nao
237,product_mng,0.79,nao,5,nao,low,0.74,4,nao
158,product_mng,0.6000000000000001,nao,4,nao,low,0.7000000000000001,3,nao
260,product_mng,0.93,nao,3,nao,low,0.8,3,nao
153,product_mng,0.6900000000000001,nao,4,nao,low,0.65,3,nao
233,IT,0.52,nao,3,nao,low,0.53,4,nao
180,RandD,0.62,nao,2,nao,low,0.43,3,nao
163,RandD,0.65,nao,4,nao,low,0.59,3,sim
211,RandD,0.96,nao,6,nao,low,0.16,6,sim
151,RandD,0.8,nao,3,nao,low,0.84,3,sim
249,RandD,0.9500000000000001,nao,3,nao,low,0.78,4,nao
199,marketing,0.91,nao,5,nao,low,0.66,3,sim
247,sales,0.74,nao,4,nao,low,0.7000000000000001,2,nao
174,accounting,0.63,nao,4,nao,low,0.73,3,nao
268,support,0.88,nao,4,nao,medium,0.65,4,nao
197,technical,0.59,nao,5,nao,medium,0.79,4,nao
154,management,0.68,nao,4,nao,medium,0.5700000000000001,3,sim
279,marketing,0.58,nao,5,nao,medium,0.24,4,nao
204,marketing,0.78,nao,3,nao,medium,0.9500000000000001,2,sim
112,marketing,0.54,nao,2,nao,medium,0.38,3,nao
261,sales,0.78,nao,4,nao,medium,0.9,2,sim
180,sales,0.4,nao,3,nao,medium,0.5,4,nao
261,sales,0.61,nao,3,nao,medium,0.68,5,nao
138,sales,0.78,nao,6,nao,medium,0.5,3,nao
164,sales,0.81,nao,4,nao,medium,0.85,4,nao
144,sales,0.52,nao,3,nao,medium,0.9500000000000001,3,nao
244,sales,0.92,nao,3,nao,high,0.92,2,nao
233,sales,0.87,nao,5,nao,low,0.8300000000000001,3,nao
225,sales,0.78,nao,4,nao,medium,0.9,2,sim
215,sales,0.77,nao,6,nao,medium,0.21,4,nao
223,sales,0.86,nao,3,nao,medium,0.9400000000000001,4,nao
232,sales,0.85,nao,4,nao,medium,0.7000000000000001,3,nao
157,sales,0.76,nao,3,nao,low,0.54,4,nao
268,sales,0.65,nao,4,nao,low,0.77,3,nao
158,sales,0.49,nao,3,nao,low,0.62,2,nao
222,sales,0.55,nao,5,nao,low,0.93,2,nao
210,sales,0.86,nao,3,nao,low,0.81,3,nao
133,sales,0.79,nao,4,nao,low,0.99,2,nao
224,sales,0.49,nao,3,nao,low,0.78,3,nao
264,accounting,0.63,nao,5,nao,low,0.66,5,nao
237,accounting,0.72,nao,5,nao,low,0.9,2,nao
141,accounting,0.53,nao,5,nao,low,0.74,2,nao
238,hr,0.78,nao,4,nao,low,0.65,5,sim
167,hr,0.52,nao,4,nao,low,0.99,3,nao
161,hr,0.72,nao,4,nao,low,0.8300000000000001,3,nao
194,hr,0.8200000000000001,nao,4,nao,low,0.6000000000000001,3,nao
217,technical,0.93,nao,3,nao,low,0.55,3,sim
170,technical,0.71,nao,3,nao,low,0.96,3,nao
243,technical,0.9400000000000001,nao,4,nao,low,0.8300000000000001,3,nao
267,technical,0.7000000000000001,nao,4,nao,low,0.9500000000000001,3,sim
169,technical,0.88,nao,2,nao,medium,0.77,3,nao
255,technical,0.9500000000000001,nao,3,nao,medium,0.8300000000000001,3,nao
211,technical,0.54,nao,4,nao,medium,0.87,3,nao
198,technical,0.49,nao,3,nao,medium,0.6900000000000001,4,nao
246,technical,0.58,nao,3,nao,medium,0.67,3,nao
146,technical,0.49,nao,3,nao,medium,0.55,2,nao
134,technical,0.8200000000000001,nao,4,nao,medium,0.55,6,nao
169,support,0.48,nao,3,nao,medium,0.39,3,nao
232,support,0.93,nao,5,nao,medium,0.51,3,nao
106,support,0.38,nao,2,nao,medium,0.39,3,sim
260,support,0.93,nao,4,nao,medium,0.96,3,nao
232,support,0.81,nao,3,nao,medium,0.68,2,nao
173,support,0.71,nao,4,nao,high,0.67,3,nao
152,support,0.44,nao,5,nao,low,0.68,5,nao
173,support,0.58,nao,3,nao,medium,0.56,3,nao
274,support,0.7000000000000001,nao,3,nao,medium,0.9,3,nao
233,support,0.59,nao,3,nao,medium,0.6900000000000001,3,nao
232,support,0.71,nao,4,nao,medium,0.99,3,nao
156,technical,0.59,nao,3,nao,low,0.42,2,nao
124,technical,0.51,nao,3,nao,low,0.28,3,nao
207,technical,0.65,nao,3,nao,low,0.55,3,nao
273,management,0.53,nao,3,nao,low,0.91,6,nao
219,IT,0.98,nao,3,nao,low,0.53,4,nao
207,IT,0.74,nao,4,nao,low,0.87,3,nao
248,IT,0.6000000000000001,nao,4,nao,low,0.5700000000000001,4,nao
169,IT,0.77,nao,3,nao,low,0.59,3,nao
181,IT,0.89,nao,4,nao,low,0.76,3,nao
196,product_mng,0.42,nao,3,nao,low,0.59,3,nao
254,product_mng,0.54,nao,3,nao,low,0.5,2,nao
191,product_mng,0.55,nao,4,nao,low,0.55,4,nao
238,product_mng,0.53,nao,3,nao,low,0.92,2,nao
196,IT,0.51,nao,5,nao,low,0.8,3,nao
228,RandD,0.66,nao,4,nao,low,0.93,3,nao
165,RandD,0.5700000000000001,nao,4,nao,low,0.67,3,nao
144,RandD,0.55,nao,3,nao,low,0.78,2,nao
243,RandD,0.7000000000000001,nao,4,nao,low,0.61,3,nao
206,RandD,0.84,nao,3,nao,low,0.74,3,nao
180,marketing,0.49,nao,3,nao,low,0.5,3,sim
161,sales,0.96,nao,3,nao,low,0.84,2,sim
196,accounting,0.55,nao,4,nao,medium,0.89,2,nao
152,support,0.89,nao,5,nao,medium,0.77,3,nao
231,technical,0.71,nao,3,nao,medium,0.64,4,nao
215,management,0.89,nao,2,nao,medium,0.77,5,sim
233,marketing,0.58,nao,4,nao,medium,0.74,4,nao
155,marketing,0.96,nao,4,nao,medium,0.88,2,nao
182,marketing,0.96,nao,5,nao,medium,0.88,4,sim
165,sales,0.88,nao,3,nao,medium,0.89,4,nao
257,sales,0.59,nao,2,nao,medium,0.74,4,sim
155,sales,0.74,nao,4,nao,medium,0.63,2,nao
243,sales,0.8,nao,4,nao,medium,0.63,2,nao
184,sales,0.92,nao,2,nao,medium,0.68,4,nao
138,sales,0.81,nao,4,nao,high,0.14,3,sim
209,sales,0.9400000000000001,nao,5,nao,low,0.86,4,nao
205,sales,0.53,nao,3,nao,medium,0.73,2,nao
191,sales,0.56,nao,3,nao,medium,0.5700000000000001,3,nao
270,sales,0.75,nao,5,nao,medium,0.97,3,sim
97,sales,0.36,nao,4,nao,medium,0.67,4,nao
174,sales,0.74,nao,4,nao,low,0.89,2,nao
124,sales,0.96,nao,5,nao,low,0.8,3,nao
178,sales,0.51,nao,2,nao,low,0.30000000000000004,3,nao
266,sales,0.73,nao,5,nao,low,0.14,6,nao
181,sales,0.8,nao,4,nao,low,0.91,3,nao
233,sales,0.81,nao,4,nao,low,0.49,3,nao
254,sales,0.68,nao,3,nao,low,0.5700000000000001,4,nao
219,sales,0.62,nao,3,nao,low,0.59,3,nao
166,accounting,0.7000000000000001,nao,5,nao,low,0.5,2,nao
158,accounting,0.97,nao,3,nao,low,0.6900000000000001,2,nao
151,accounting,0.68,nao,3,nao,low,0.81,3,nao
98,hr,0.8200000000000001,nao,3,nao,low,0.79,3,sim
187,hr,0.91,nao,4,nao,low,0.55,4,sim
266,hr,0.62,nao,4,nao,low,0.92,2,nao
250,hr,0.59,nao,5,nao,low,0.9400000000000001,3,nao
193,technical,0.55,nao,5,nao,low,0.67,3,nao
223,technical,0.92,nao,4,nao,low,0.53,3,sim
189,technical,0.59,nao,5,nao,low,0.77,5,nao
138,technical,0.8200000000000001,nao,5,nao,low,0.5700000000000001,3,nao
268,technical,0.97,nao,4,nao,low,0.64,2,nao
186,technical,1.0,nao,6,nao,low,0.35000000000000003,2,nao
136,technical,0.71,nao,3,nao,medium,0.66,3,sim
245,technical,0.84,nao,4,nao,medium,0.59,3,nao
184,technical,0.93,nao,4,nao,medium,0.49,3,nao
152,technical,0.99,nao,5,nao,medium,0.91,3,nao
194,technical,0.6000000000000001,nao,2,nao,medium,0.12,4,nao
242,support,0.68,nao,3,nao,medium,0.74,5,sim
246,support,0.9400000000000001,nao,4,nao,medium,0.84,2,sim
211,support,0.99,nao,4,nao,medium,0.51,3,nao
189,support,0.71,nao,4,nao,medium,0.9400000000000001,3,nao
254,support,0.66,nao,3,nao,medium,0.74,2,nao
239,support,0.54,nao,5,nao,medium,0.52,3,nao
133,support,0.92,nao,4,nao,medium,0.31,6,nao
255,support,0.59,nao,3,nao,high,0.72,2,nao
212,support,1.0,nao,3,nao,low,0.92,2,nao
270,support,0.64,nao,3,nao,medium,0.56,3,nao
177,support,0.45,nao,5,nao,medium,0.76,6,nao
261,technical,0.9,nao,4,nao,medium,0.59,4,nao
220,technical,0.74,nao,3,nao,medium,0.5,3,nao
144,technical,0.72,nao,2,nao,low,0.88,4,sim
274,management,0.49,nao,4,nao,low,0.86,2,nao
195,IT,0.99,nao,4,nao,low,0.66,3,nao
158,IT,0.6900000000000001,nao,4,nao,low,0.7000000000000001,3,nao
145,IT,0.93,nao,5,nao,low,0.98,4,nao
165,IT,0.73,nao,3,nao,low,0.61,3,sim
270,IT,0.66,nao,4,nao,low,0.5700000000000001,2,nao
208,product_mng,0.91,nao,5,nao,low,0.84,3,nao
245,product_mng,0.4,nao,2,nao,medium,0.76,5,nao
180,product_mng,0.99,nao,4,nao,medium,0.64,4,nao
225,product_mng,0.7000000000000001,nao,5,nao,medium,0.87,3,nao
261,IT,0.6900000000000001,nao,3,nao,medium,0.62,2,nao
213,RandD,0.99,nao,3,sim,medium,0.16,6,sim
230,RandD,0.87,nao,3,sim,medium,0.8300000000000001,3,nao
198,RandD,0.59,nao,2,sim,medium,0.36,2,nao
190,RandD,0.51,nao,6,sim,medium,0.47000000000000003,5,nao
137,RandD,0.51,nao,4,sim,medium,0.54,4,nao
186,marketing,0.8300000000000001,nao,3,sim,medium,0.8300000000000001,3,sim
137,sales,0.68,nao,4,sim,medium,0.96,2,nao
192,accounting,0.74,nao,5,sim,medium,0.91,3,nao
164,support,0.59,nao,4,sim,medium,0.56,3,nao
195,technical,0.66,nao,6,sim,medium,0.73,3,nao
151,management,0.63,nao,4,sim,medium,0.97,3,nao
231,marketing,0.74,nao,5,sim,medium,0.75,3,nao
257,marketing,0.76,nao,3,nao,medium,0.49,2,sim
257,marketing,0.9400000000000001,nao,4,nao,medium,0.5700000000000001,3,nao
274,sales,0.58,nao,5,nao,medium,0.41000000000000003,2,sim
138,sales,0.7000000000000001,nao,3,nao,medium,0.53,2,nao
184,sales,0.6000000000000001,nao,4,nao,medium,0.93,3,nao
151,sales,0.9,nao,3,nao,medium,0.58,3,nao
265,sales,0.54,nao,3,nao,medium,0.6000000000000001,3,sim
241,sales,0.8,nao,4,nao,medium,0.74,2,nao
148,sales,0.52,nao,3,nao,medium,0.62,3,nao
165,sales,0.76,nao,5,nao,medium,0.7000000000000001,3,nao
243,sales,0.75,nao,3,nao,medium,0.93,2,nao
197,sales,0.9,nao,4,nao,medium,0.75,2,nao
214,sales,0.48,nao,5,sim,medium,0.9500000000000001,6,sim
164,sales,0.98,nao,4,sim,medium,0.43,3,nao
243,sales,0.58,nao,4,sim,medium,0.77,4,sim
145,sales,1.0,nao,4,sim,medium,0.67,3,sim
163,sales,0.72,nao,4,sim,medium,0.51,4,nao
257,sales,0.53,nao,5,sim,medium,0.9400000000000001,2,nao
253,sales,0.85,nao,3,nao,medium,0.9,3,nao
234,sales,0.78,nao,4,nao,medium,0.8,3,nao
266,sales,0.89,nao,5,nao,medium,0.34,6,nao
181,accounting,0.53,nao,3,nao,low,0.45,4,sim
193,accounting,0.66,nao,4,nao,low,0.97,4,nao
163,accounting,0.48,nao,3,nao,low,0.5,4,nao
144,hr,0.62,nao,5,nao,low,0.89,2,nao
245,hr,0.5,nao,4,nao,low,0.76,3,nao
197,hr,0.84,nao,4,nao,low,0.66,2,nao
180,hr,0.63,nao,3,nao,low,0.74,2,nao
237,technical,0.74,nao,4,nao,low,0.6900000000000001,3,nao
170,technical,0.5700000000000001,nao,2,nao,low,0.59,3,nao
150,technical,0.85,nao,3,nao,low,1.0,3,nao
100,technical,0.75,nao,2,nao,low,0.61,4,nao
226,technical,0.42,nao,5,nao,low,0.98,3,nao
222,technical,0.71,nao,5,nao,low,0.59,3,nao
182,technical,0.6900000000000001,nao,4,nao,low,0.22,6,nao
150,technical,0.9500000000000001,nao,3,nao,low,0.71,2,nao
244,technical,0.53,nao,4,nao,medium,0.86,3,nao
271,technical,0.59,nao,5,nao,medium,0.65,3,nao
167,technical,0.67,nao,5,nao,medium,0.93,3,nao
128,support,0.6900000000000001,nao,2,nao,medium,0.49,2,nao
149,support,0.77,nao,3,nao,medium,0.78,4,sim
141,support,0.7000000000000001,nao,4,nao,medium,0.62,4,nao
149,support,0.63,nao,3,nao,medium,0.72,2,nao
107,support,0.56,nao,4,nao,medium,0.7000000000000001,6,nao
189,support,0.93,nao,5,nao,medium,0.54,2,nao
169,support,0.9500000000000001,nao,4,nao,medium,0.61,4,nao
208,support,0.9500000000000001,nao,4,nao,medium,0.84,3,sim
197,support,0.58,nao,3,nao,medium,0.8,3,nao
225,support,0.5,nao,4,nao,high,0.58,3,nao
175,support,0.87,nao,2,nao,high,0.97,6,nao
172,technical,0.55,nao,3,nao,high,0.92,2,nao
237,technical,0.51,nao,3,nao,high,0.96,4,nao
155,technical,0.87,nao,4,nao,high,0.73,3,sim
148,management,0.71,nao,4,nao,high,0.73,3,nao
246,IT,0.8300000000000001,nao,4,nao,high,0.53,3,nao
193,IT,0.8200000000000001,nao,5,nao,high,0.17,5,nao
175,IT,0.76,nao,5,nao,low,0.75,4,nao
121,IT,0.44,nao,3,nao,low,0.76,4,nao
223,IT,0.77,nao,4,nao,low,0.76,3,nao
259,product_mng,0.55,nao,3,nao,low,0.92,3,nao
171,product_mng,0.88,nao,4,nao,low,0.8200000000000001,2,nao
170,product_mng,0.5,nao,2,nao,low,0.38,3,nao
246,product_mng,0.72,nao,4,nao,low,0.49,3,nao
175,IT,0.8,nao,3,nao,low,0.53,3,nao
185,RandD,0.59,nao,3,nao,medium,0.56,2,nao
168,RandD,0.98,nao,3,nao,medium,0.6900000000000001,2,nao
171,RandD,0.99,nao,4,nao,medium,0.62,3,nao
201,RandD,0.76,nao,3,nao,medium,0.71,2,nao
148,RandD,1.0,nao,4,nao,medium,0.52,3,nao
189,marketing,0.53,nao,6,nao,medium,0.2,4,nao
166,sales,0.61,nao,3,nao,medium,0.93,3,nao
150,accounting,0.81,nao,4,nao,medium,0.74,2,nao
253,support,0.45,nao,3,sim,medium,0.78,6,nao
243,technical,0.79,nao,3,sim,medium,0.85,2,nao
250,management,0.56,nao,5,sim,medium,0.79,2,sim
228,marketing,0.91,nao,3,sim,medium,0.92,2,nao
186,marketing,0.97,nao,3,sim,medium,0.58,3,nao
213,marketing,0.72,nao,3,sim,medium,0.68,3,nao
233,sales,0.67,nao,4,sim,medium,0.9,3,nao
265,sales,0.71,nao,5,sim,medium,0.67,2,nao
226,sales,0.73,nao,4,nao,medium,0.79,3,nao
221,sales,0.48,nao,5,nao,medium,0.23,6,nao
253,sales,0.99,nao,3,nao,medium,0.98,4,nao
134,sales,0.75,nao,3,nao,medium,0.8,4,nao
188,sales,0.84,nao,3,nao,medium,0.77,4,nao
160,sales,0.91,nao,3,nao,medium,1.0,4,nao
164,sales,0.92,nao,4,nao,medium,0.6000000000000001,4,nao
214,sales,0.54,nao,6,nao,high,0.49,3,nao
228,sales,0.99,nao,5,nao,low,0.91,4,sim
149,sales,0.52,nao,5,nao,medium,0.97,3,sim
175,sales,0.76,nao,3,nao,medium,0.71,2,nao
195,sales,0.91,nao,3,nao,medium,0.62,3,nao
222,sales,0.92,nao,3,nao,medium,0.61,4,nao
249,sales,0.6000000000000001,nao,5,nao,medium,0.21,4,nao
226,sales,0.97,nao,2,nao,medium,0.64,3,sim
117,sales,0.65,nao,2,nao,medium,0.61,2,sim
255,sales,0.75,nao,4,nao,medium,0.58,3,nao
155,accounting,0.9,nao,6,nao,medium,0.41000000000000003,2,nao
185,accounting,0.73,nao,5,nao,medium,0.98,3,nao
275,accounting,0.88,nao,4,nao,low,0.5,5,nao
226,hr,0.61,nao,3,nao,low,0.98,2,nao
198,hr,0.85,nao,4,nao,low,0.4,2,nao
198,hr,0.92,nao,2,nao,low,0.63,2,nao
251,hr,0.53,nao,4,nao,low,0.75,3,nao
237,technical,0.84,nao,3,nao,low,0.8200000000000001,2,nao
197,technical,0.62,nao,5,nao,low,0.55,2,nao
136,technical,0.36,nao,2,nao,high,0.44,3,nao
184,technical,0.88,nao,3,nao,low,0.92,3,sim
159,technical,0.56,nao,2,nao,high,0.5700000000000001,3,nao
133,technical,0.86,nao,4,nao,high,0.73,3,nao
198,technical,0.92,nao,5,nao,low,0.8200000000000001,3,nao
260,technical,0.75,nao,3,nao,low,0.54,2,nao
154,technical,0.9500000000000001,nao,3,nao,high,0.64,4,nao
185,technical,0.76,nao,4,nao,low,0.99,5,nao
193,technical,0.92,nao,5,nao,medium,0.19,6,nao
167,support,0.96,nao,4,nao,high,0.86,3,nao
165,support,0.66,nao,5,nao,medium,0.65,3,nao
253,support,0.81,nao,3,nao,medium,0.52,2,nao
142,support,0.49,nao,4,nao,medium,0.85,3,nao
186,support,0.64,nao,5,nao,medium,0.61,4,nao
203,support,0.5700000000000001,nao,4,nao,high,0.77,3,sim
217,support,0.9400000000000001,nao,4,nao,medium,0.54,2,nao
187,support,0.74,nao,4,nao,medium,0.76,3,nao
152,support,0.9,nao,3,nao,medium,0.79,4,nao
150,support,0.93,nao,5,nao,high,0.89,2,nao
191,support,0.8,nao,3,nao,medium,0.6000000000000001,2,nao
140,technical,0.58,nao,4,nao,high,0.51,3,nao
123,technical,0.72,nao,5,nao,low,0.2,2,sim
170,technical,0.6000000000000001,nao,5,nao,medium,0.93,2,nao
227,management,0.54,nao,3,nao,medium,0.77,4,nao
220,IT,0.87,nao,4,nao,medium,0.8,2,nao
258,IT,0.97,nao,5,nao,medium,0.8,3,nao
149,IT,0.92,nao,5,nao,low,0.62,3,nao
192,IT,0.72,nao,4,nao,low,0.79,3,nao
267,IT,0.73,nao,5,nao,low,0.88,3,nao
169,product_mng,0.73,nao,5,nao,low,0.96,3,sim
178,product_mng,0.6900000000000001,nao,2,nao,low,0.34,3,nao
165,product_mng,0.65,nao,2,nao,low,0.34,4,nao
231,product_mng,0.85,nao,4,nao,low,0.88,3,nao
260,IT,0.61,nao,3,nao,low,0.66,3,nao
181,RandD,0.71,nao,4,nao,low,0.55,2,sim
243,RandD,0.51,nao,3,nao,low,0.59,2,nao
191,RandD,0.73,nao,4,nao,high,0.62,3,nao
200,RandD,0.93,nao,3,nao,low,0.78,3,nao
265,RandD,0.75,nao,5,nao,low,0.73,3,nao
246,marketing,0.9400000000000001,nao,4,nao,low,0.71,3,nao
187,sales,0.86,nao,3,nao,low,0.97,2,nao
141,accounting,0.74,nao,5,nao,high,0.21,4,nao
246,support,0.96,nao,4,nao,low,0.52,3,nao
236,technical,0.88,nao,4,nao,low,0.73,3,sim
170,management,0.8300000000000001,nao,3,nao,low,0.74,3,nao
189,marketing,0.71,nao,6,nao,high,0.26,2,nao
237,marketing,0.78,nao,4,nao,low,0.52,3,nao
180,marketing,0.54,nao,4,nao,medium,0.6900000000000001,3,nao
157,sales,0.59,nao,2,nao,high,0.79,6,nao
258,sales,0.62,nao,4,nao,medium,0.93,3,nao
283,sales,0.87,nao,4,nao,high,0.34,2,nao
216,sales,0.52,nao,4,nao,medium,0.77,3,nao
187,sales,0.73,nao,3,nao,medium,0.36,3,nao
215,sales,0.58,nao,3,nao,medium,0.93,3,nao
211,sales,0.58,nao,3,nao,medium,0.7000000000000001,3,nao
182,sales,0.49,nao,4,nao,medium,0.51,2,nao
165,sales,0.78,nao,3,nao,medium,0.8300000000000001,3,sim
265,sales,0.89,nao,4,nao,medium,0.89,2,nao
137,sales,0.59,nao,3,nao,medium,0.9400000000000001,2,nao
269,sales,0.55,nao,4,nao,high,0.8,3,nao
177,sales,0.66,nao,3,nao,low,0.74,2,nao
240,sales,0.91,nao,3,nao,medium,0.5,2,nao
174,sales,0.84,nao,4,nao,medium,0.54,2,nao
134,sales,0.54,nao,3,nao,medium,0.5,3,nao
271,sales,0.91,nao,2,nao,medium,0.17,4,nao
216,sales,0.53,nao,5,nao,medium,0.5700000000000001,2,sim
213,sales,0.51,nao,4,nao,medium,0.8,3,nao
133,accounting,0.64,nao,5,nao,medium,0.45,4,nao
267,accounting,0.5,nao,4,nao,medium,0.87,2,sim
263,accounting,0.64,nao,3,nao,medium,0.98,4,nao
260,hr,0.8,nao,4,nao,high,0.55,3,nao
185,hr,0.5,nao,4,nao,low,0.53,3,nao
284,hr,0.48,nao,2,nao,low,0.75,6,nao
229,hr,0.59,nao,3,nao,low,0.96,3,nao
189,technical,0.97,nao,3,nao,high,0.71,3,sim
209,technical,0.63,nao,3,nao,low,0.7000000000000001,3,nao
166,technical,0.9400000000000001,nao,4,nao,low,0.33,6,nao
183,technical,0.9400000000000001,nao,3,nao,low,0.93,2,nao
181,technical,0.65,nao,3,nao,high,0.64,2,nao
239,technical,0.45,nao,3,nao,low,0.27,4,nao
158,technical,0.99,nao,3,nao,low,0.99,2,nao
187,technical,0.62,nao,3,nao,low,0.81,3,nao
236,technical,0.91,nao,4,nao,low,0.6000000000000001,3,nao
162,technical,0.4,nao,6,nao,low,0.32,5,nao
163,technical,0.68,nao,4,nao,low,0.48,2,sim
173,support,0.51,nao,4,nao,low,0.87,3,nao
273,support,0.79,nao,5,nao,medium,0.91,4,sim
142,support,0.89,nao,5,nao,medium,0.24,4,nao
141,support,0.56,nao,4,nao,medium,0.66,4,nao
234,support,0.59,nao,3,nao,medium,0.9400000000000001,2,nao
255,support,0.97,nao,5,nao,medium,0.93,4,nao
148,support,0.55,nao,5,nao,medium,0.19,4,nao
274,support,0.45,nao,5,nao,medium,0.88,2,sim
223,support,0.47000000000000003,nao,3,nao,medium,0.76,2,nao
248,support,0.64,nao,5,nao,medium,0.67,3,nao
146,support,0.5,nao,4,nao,medium,0.54,2,nao
101,technical,0.9500000000000001,nao,2,nao,medium,0.53,5,nao
265,technical,0.92,nao,4,nao,medium,0.67,4,nao
175,technical,0.38,nao,5,nao,high,0.5,4,nao
202,management,0.76,nao,4,nao,low,0.49,3,nao
160,IT,0.71,nao,3,nao,medium,0.8200000000000001,3,nao
235,IT,0.71,nao,3,nao,medium,0.86,3,nao
267,IT,0.5,nao,4,nao,medium,0.5,3,nao
261,IT,0.6000000000000001,nao,3,nao,medium,0.8200000000000001,2,sim
148,IT,0.78,nao,2,nao,low,0.9500000000000001,2,nao
239,product_mng,0.87,nao,3,nao,low,0.64,4,nao
178,product_mng,0.5,nao,3,nao,low,0.91,2,nao
221,product_mng,0.75,nao,2,nao,low,0.79,3,nao
269,product_mng,0.56,nao,4,nao,low,0.8300000000000001,3,nao
262,IT,0.6000000000000001,nao,3,nao,low,0.66,2,sim
